WigleWifi-1.4,appRelease=2.26,model=SM-A520F,release=7.0,device=a5y17lte,display=NRD90M.A520FXXU2BQIH,board=universal7880,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-11-09 16:08:57,11,-72,32.10484312847257,35.2059855312109,491,37,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-09 16:08:57,6,-75,32.10484312847257,35.2059855312109,491,37,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],2017-11-09 16:08:57,6,-86,32.10484312847257,35.2059855312109,491,37,WIFI
42502_22811_5329535,GOLAN T,HSUPA;il,2017-11-09 16:08:57,0,-103,32.10484312847257,35.2059855312109,491,37,GSM
8c:0c:90:2f:2b:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10384722426534,35.20100091397762,0,75.5098648071289,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-75,32.10384722426534,35.20100091397762,0,75.5098648071289,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-82,32.10384722426534,35.20100091397762,0,75.5098648071289,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-74,32.10384722426534,35.20100091397762,0,75.5098648071289,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.10384722426534,35.20100091397762,0,75.5098648071289,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-62,32.10403395630419,35.20193552970886,0,75.5098648071289,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-75,32.10403395630419,35.20193552970886,0,75.5098648071289,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-78,32.10403395630419,35.20193552970886,0,75.5098648071289,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.10403395630419,35.20193552970886,0,75.5098648071289,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10418956633657,35.20271437615156,0,75.5098648071289,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-68,32.10418956633657,35.20271437615156,0,75.5098648071289,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-69,32.10418956633657,35.20271437615156,0,75.5098648071289,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-88,32.10418956633657,35.20271437615156,0,75.5098648071289,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-53,32.10434517636895,35.20349322259426,0,75.5098648071289,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-69,32.10434517636895,35.20349322259426,0,75.5098648071289,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-70,32.10434517636895,35.20349322259426,0,75.5098648071289,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-84,32.10434517636895,35.20349322259426,0,75.5098648071289,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-81,32.10434517636895,35.20349322259426,0,75.5098648071289,WIFI
8c:0c:90:2f:78:48,Ariel_University,[ESS],1970-01-01 02:00:00,1,-86,32.10434517636895,35.20349322259426,0,75.5098648071289,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-89,32.10434517636895,35.20349322259426,0,75.5098648071289,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-65,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-69,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
8c:0c:90:2f:78:48,Ariel_University,[ESS],1970-01-01 02:00:00,1,-86,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-88,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
e0:10:7f:9a:89:c3,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-89,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
e0:10:7f:1a:89:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10453190840781,35.2044278383255,0,75.5098648071289,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-56,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-68,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-69,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-75,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-86,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
e0:10:7f:9a:89:c3,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-88,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
e0:10:7f:1a:89:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10468751844019,35.2052066847682,0,75.5098648071289,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],2017-11-09 16:09:02,6,-51,32.1048588026315,35.205934988334775,484,62,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-11-09 16:09:02,11,-65,32.1048588026315,35.205934988334775,484,62,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],2017-11-09 16:09:02,11,-76,32.1048588026315,35.205934988334775,484,62,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],2017-11-09 16:09:02,6,-87,32.1048588026315,35.205934988334775,484,62,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-09 16:09:02,6,-91,32.1048588026315,35.205934988334775,484,62,WIFI
42502_22811_5329535,GOLAN T,HSUPA;il,2017-11-09 16:09:02,0,-95,32.1048588026315,35.205934988334775,484,62,GSM
8c:0c:90:01:38:08,Ariel_University,[ESS],2017-11-09 16:09:08,6,-78,32.10487007629126,35.20594546571374,479,64,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-11-09 16:09:19,11,-60,32.10486848372966,35.206002965569496,493,62,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-09 16:09:19,6,-79,32.10486848372966,35.206002965569496,493,62,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],2017-11-09 16:09:24,11,-71,32.10484065581113,35.205838177353144,507,50,WIFI
8c:0c:90:2f:78:48,Ariel_University,[ESS],2017-11-09 16:09:24,1,-90,32.10484065581113,35.205838177353144,507,50,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-11-09 16:09:39,11,-55,32.104897568933666,35.20571035332978,539,34,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],2017-11-09 16:09:51,11,-66,32.104706168174744,35.2054569683969,590,15,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],2017-11-09 16:09:51,3,-86,32.104706168174744,35.2054569683969,590,15,WIFI
24:c9:a1:36:55:f8,Ariel_University,[ESS],2017-11-09 16:09:51,11,-90,32.104706168174744,35.2054569683969,590,15,WIFI
42502_22811_5329535,GOLAN T,HSUPA;il,2017-11-09 16:09:51,0,-87,32.104706168174744,35.2054569683969,590,15,GSM
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-11-09 16:09:56,11,-50,32.104680351912975,35.20544799976051,604,14,WIFI
e0:10:7f:9a:89:c3,,[WPA2-PSK-CCMP][ESS],2017-11-09 16:09:56,11,-85,32.104680351912975,35.20544799976051,604,14,WIFI
e0:10:7f:1a:89:c8,Ariel_University,[ESS],2017-11-09 16:09:56,11,-83,32.104680351912975,35.20544799976051,604,14,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-09 16:10:01,6,-72,32.10465520620346,35.20544179715216,609,11,WIFI
04:a1:51:13:2f:bb,bezeq,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 16:10:01,11,-86,32.10465520620346,35.20544179715216,609,11,WIFI
e0:10:7f:1e:31:58,Ariel_University,[ESS],2017-11-09 16:10:01,1,-88,32.10465520620346,35.20544179715216,609,11,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],2017-11-09 16:10:23,6,-46,32.10464041214436,35.20540768280625,616,12,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-11-09 16:46:26,1,-88,32.104611871764064,35.2055676933378,578,22,WIFI
42502_811_3868449,GOLAN T,UNKNOWN;il,2017-11-09 16:46:32,0,-103,32.104580691084266,35.20556325092912,583,17,GSM
8c:0c:90:af:35:33,,[WPA2-PSK-CCMP][ESS],2017-11-09 16:46:53,6,-89,32.104549342766404,35.20570616237819,603,30,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2017-11-09 16:51:31,6,-82,32.10456325672567,35.20527466200292,643,14,WIFI
42502_811_3868449,GOLAN T,UNKNOWN;il,2017-11-09 16:51:31,0,-93,32.10456325672567,35.20527466200292,643,14,GSM
24:c9:a1:33:3b:68,Ariel_University,[ESS],2017-11-09 16:51:42,6,-85,32.10456841159612,35.205334005877376,647,9,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],2017-11-09 16:51:58,11,-72,32.10453140549362,35.205311458557844,645,13,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2017-11-09 16:52:08,6,-69,32.10464942269027,35.205297879874706,652,7,WIFI
8c:0c:90:af:35:33,,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:08,6,-69,32.10464942269027,35.205297879874706,652,7,WIFI
24:c9:a1:b6:51:b3,,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:08,2,-85,32.10464942269027,35.205297879874706,652,7,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-11-09 16:52:08,1,-81,32.10464942269027,35.205297879874706,652,7,WIFI
42502_811_3868449,GOLAN T,UNKNOWN;il,2017-11-09 16:52:10,0,-85,32.10467264056206,35.20528396591544,654,6,GSM
24:c9:a1:35:d3:68,Ariel_University,[ESS],2017-11-09 16:52:12,11,-65,32.10467808879912,35.2052653580904,655,5,WIFI
24:c9:a1:36:51:b8,Ariel_University,[ESS],2017-11-09 16:52:12,2,-80,32.10467808879912,35.2052653580904,655,5,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:20,11,-51,32.10473542101681,35.20522562786937,658,6,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],2017-11-09 16:52:20,11,-52,32.10473542101681,35.20522562786937,658,6,WIFI
24:c9:a1:75:e7:e3,island-35E7E0,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:20,6,-88,32.10473542101681,35.20522562786937,658,6,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],2017-11-09 16:52:26,11,-46,32.10482104215771,35.205181539058685,658,6,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2017-11-09 16:52:26,6,-64,32.10482104215771,35.205181539058685,658,6,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],2017-11-09 16:52:26,6,-87,32.10482104215771,35.205181539058685,658,6,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2017-11-09 16:52:32,6,-58,32.10486961528659,35.205183969810605,659,6,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-11-09 16:52:32,1,-70,32.10486961528659,35.205183969810605,659,6,WIFI
14:ae:db:39:f8:8d,ariel,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:32,6,-82,32.10486961528659,35.205183969810605,659,6,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-09 16:52:32,6,-82,32.10486961528659,35.205183969810605,659,6,WIFI
c4:e9:84:d0:40:5f,kar140_2.4GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 16:52:39,1,-82,32.10497560445219,35.20519285462797,661,6,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2017-11-09 16:52:39,11,-82,32.10497560445219,35.20519285462797,661,6,WIFI
8c:0c:90:2f:cc:08,Ariel_University,[ESS],2017-11-09 16:52:39,1,-86,32.10497560445219,35.20519285462797,661,6,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-09 16:52:45,6,-68,32.105056028813124,35.20518271252513,661,6,WIFI
c4:e9:84:d0:40:5f,kar140_2.4GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 16:52:45,1,-74,32.105056028813124,35.20518271252513,661,6,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2017-11-09 16:52:45,11,-65,32.105056028813124,35.20518271252513,661,6,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-09 16:52:45,13,-75,32.105056028813124,35.20518271252513,661,6,WIFI
24:c9:a1:75:e7:e3,island-35E7E0,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:45,6,-80,32.105056028813124,35.20518271252513,661,6,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 16:52:45,40,-89,32.105056028813124,35.20518271252513,661,6,WIFI
14:af:db:32:55:92,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:45,1,-82,32.105056028813124,35.20518271252513,661,6,WIFI
14:ae:db:32:55:92,HanaElad,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:45,1,-82,32.105056028813124,35.20518271252513,661,6,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2017-11-09 16:52:45,6,-71,32.105056028813124,35.20518271252513,661,6,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-11-09 16:52:45,11,-76,32.105056028813124,35.20518271252513,661,6,WIFI
8c:0c:90:2d:79:28,Ariel_University,[ESS],2017-11-09 16:52:45,1,-76,32.105056028813124,35.20518271252513,661,6,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-11-09 16:52:45,6,-80,32.105056028813124,35.20518271252513,661,6,WIFI
8c:0c:90:2e:d4:58,Ariel_University,[ESS],2017-11-09 16:52:45,6,-83,32.105056028813124,35.20518271252513,661,6,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2017-11-09 16:52:49,6,-44,32.10508197080344,35.20516041666269,661,5,WIFI
e0:10:7f:1a:b2:58,Ariel_University,[ESS],2017-11-09 16:52:49,11,-78,32.10508197080344,35.20516041666269,661,5,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-09 16:52:57,6,-60,32.10513318423182,35.20505874417722,663,5,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-11-09 16:52:57,11,-71,32.10513318423182,35.20505874417722,663,5,WIFI
8c:0c:90:2d:79:28,Ariel_University,[ESS],2017-11-09 16:52:57,1,-71,32.10513318423182,35.20505874417722,663,5,WIFI
8c:0c:90:af:36:43,,[WPA2-PSK-CCMP][ESS],2017-11-09 16:52:57,3,-83,32.10513318423182,35.20505874417722,663,5,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-09 16:53:04,6,-51,32.10517697967589,35.204966459423304,665,5,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 16:53:04,40,-78,32.10517697967589,35.204966459423304,665,5,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-11-09 16:53:04,11,-66,32.10517697967589,35.204966459423304,665,5,WIFI
8c:0c:90:2d:79:28,Ariel_University,[ESS],2017-11-09 16:53:04,1,-60,32.10517697967589,35.204966459423304,665,5,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-11-09 16:53:09,11,-41,32.105205645784736,35.20488616079092,665,5,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-09 16:53:09,13,-64,32.105205645784736,35.20488616079092,665,5,WIFI
24:c9:a1:36:45:28,Ariel_University,[ESS],2017-11-09 16:53:09,11,-86,32.105205645784736,35.20488616079092,665,5,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],2017-11-09 16:53:09,6,-87,32.105205645784736,35.20488616079092,665,5,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],2017-11-09 16:53:18,1,-72,32.10524428635836,35.204750038683414,666,5,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],2017-11-09 16:53:18,11,-75,32.10524428635836,35.204750038683414,666,5,WIFI
24:c9:a1:36:4e:08,Ariel_University,[ESS],2017-11-09 16:53:18,1,-75,32.10524428635836,35.204750038683414,666,5,WIFI
84:18:3a:04:40:98,Ariel_University,[ESS],2017-11-09 16:53:18,11,-85,32.10524428635836,35.204750038683414,666,5,WIFI
a0:ab:1b:5a:99:0a,,[ESS][BLE],2017-11-09 16:53:18,4,-85,32.10524428635836,35.204750038683414,666,5,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],2017-11-09 16:53:18,11,-90,32.10524428635836,35.204750038683414,666,5,WIFI
42502_811_3868449,GOLAN T,UNKNOWN;il,2017-11-09 16:53:18,0,-77,32.10524428635836,35.204750038683414,666,5,GSM
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 16:53:24,40,-73,32.1052454598248,35.2046593464911,667,5,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2017-11-09 16:53:24,6,-64,32.1052454598248,35.2046593464911,667,5,WIFI
c4:e9:84:d0:40:5f,kar140_2.4GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 16:53:24,1,-60,32.1052454598248,35.2046593464911,667,5,WIFI
24:c9:a1:35:aa:08,Ariel_University,[ESS],2017-11-09 16:53:24,11,-91,32.1052454598248,35.2046593464911,667,5,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],2017-11-09 16:53:29,11,-66,32.10524240043014,35.204577120020986,669,5,WIFI
24:c9:a1:35:aa:08,Ariel_University,[ESS],2017-11-09 16:53:29,11,-75,32.10524240043014,35.204577120020986,669,5,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],2017-11-09 16:53:29,6,-66,32.10524240043014,35.204577120020986,669,5,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],2017-11-09 16:53:29,6,-78,32.10524240043014,35.204577120020986,669,5,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],2017-11-09 16:53:29,11,-79,32.10524240043014,35.204577120020986,669,5,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],2017-11-09 16:53:29,11,-79,32.10524240043014,35.204577120020986,669,5,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],2017-11-09 16:53:29,6,-81,32.10524240043014,35.204577120020986,669,5,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],2017-11-09 16:53:38,6,-64,32.105214279145,35.20450880751014,668,6,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],2017-11-09 16:53:38,11,-70,32.105214279145,35.20450880751014,668,6,WIFI
8c:0c:90:2e:ed:a8,Ariel_University,[ESS],2017-11-09 16:53:38,6,-80,32.105214279145,35.20450880751014,668,6,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],2017-11-09 16:53:43,11,-49,32.10521352477372,35.20450587384403,668,7,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],2017-11-09 16:53:43,1,-87,32.10521352477372,35.20450587384403,668,7,WIFI
24:c9:a1:55:42:c3,island-1542C0,[WPA2-PSK-CCMP][ESS],2017-11-09 16:55:02,11,-85,32.10528468713164,35.20443580113351,667,43,WIFI
24:c9:a1:95:42:c3,,[WPA2-PSK-CCMP][ESS],2017-11-09 16:55:02,11,-91,32.10528468713164,35.20443580113351,667,43,WIFI
8c:0c:90:2f:c7:38,Ariel_University,[ESS],2017-11-09 16:55:02,11,-89,32.10528468713164,35.20443580113351,667,43,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],2017-11-09 16:55:09,11,-44,32.10530002601445,35.20438349805772,666,31,WIFI
8c:0c:90:2d:79:88,Ariel_University,[ESS],2017-11-09 16:56:04,11,-90,32.10525115951896,35.204419288784266,666,32,WIFI
24:c9:a1:95:42:c3,,[WPA2-PSK-CCMP][ESS],2017-11-09 16:56:27,11,-84,32.10527974180877,35.204442171379924,665,38,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],2017-11-09 16:57:02,1,-82,32.105174632743,35.20447234623134,664,23,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],2017-11-09 16:57:59,1,-74,32.10507254116237,35.20450511947274,666,50,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],2017-11-09 16:58:03,11,-65,32.10507254116237,35.20450511947274,666,44,WIFI
8c:0c:90:2d:79:f8,Ariel_University,[ESS],2017-11-09 16:59:04,1,-92,32.105318969115615,35.20432457327843,662,57,WIFI
8c:0c:90:2f:c7:38,Ariel_University,[ESS],2017-11-09 17:00:36,11,-84,32.10533942095935,35.20432138815522,666,22,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],2017-11-09 17:13:51,6,-79,32.10465197917074,35.205368120223284,661,18,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],2017-11-09 17:25:08,6,-48,32.10465508047491,35.205227388069034,654,40,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-11-09 17:25:08,11,-65,32.10465508047491,35.205227388069034,654,40,WIFI
8c:0c:90:6e:e3:a3,island-2EE3A0,[WPA2-PSK-CCMP][ESS],2017-11-09 17:27:19,6,-90,32.104606800712645,35.20534632727504,654,30,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-09 17:27:37,6,-90,32.1045728540048,35.20532109774649,654,29,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],2017-11-09 17:28:44,6,-88,32.10467737633735,35.205165864899755,657,31,WIFI
8c:0c:90:2f:78:48,Ariel_University,[ESS],2017-11-09 17:30:20,1,-90,32.10461350623518,35.20532503724098,658,29,WIFI
8c:0c:90:ae:e3:a3,,[WPA2-PSK-CCMP][ESS],2017-11-09 17:31:29,6,-90,32.10465206298977,35.20533291622996,657,31,WIFI
02:27:15:ef:2b:ba,K6000 Pro,[WPA2-PSK-CCMP][WPS][ESS],2017-11-09 17:31:56,6,-86,32.10464925505221,35.205274829640985,659,33,WIFI
24:c9:a1:36:52:f8,Ariel_University,[ESS],2017-11-09 17:32:07,1,-86,32.10467838216573,35.20517986267805,662,36,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-09 17:35:12,6,-85,32.10459393449128,35.2052983827889,652,18,WIFI
