12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.1034564317157,35.209411126182815,703.4144409629206,3,1c:b9:c4:15:ed:b8,IT-MNG,1,-81,8c:0c:90:ae:16:83," ",11,-86,1c:b9:c4:16:ed:3c,Ariel_University,44,-91
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10358639269705,35.20931360427771,698.3781459295296,8,1c:b9:c4:15:ed:b8,IT-MNG,1,-73,1c:b9:c4:15:ed:bc,IT-MNG,48,-79,1c:b9:c4:96:ed:47," ",36,-80,1c:b9:c4:16:e5:a8,Ariel_University,6,-85,8c:0c:90:6e:16:88," ",11,-87,1c:b9:c4:95:1c:b7," ",36,-88,1c:b9:c4:16:28:ec,Ariel_University,36,-88,1c:b9:c4:96:28:e7," ",36,-89
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10403322596388,35.20899140073,701.8127599112445,7,1c:b9:c4:16:ed:48,Ariel_University,6,-57,1c:b9:c4:15:ed:bc,IT-MNG,48,-65,1c:b9:c4:95:ed:b7," ",48,-65,1c:b9:c4:16:ed:4c,Ariel_University,36,-68,1c:b9:c4:15:ed:b8,IT-MNG,1,-68,1c:b9:c4:16:28:e8,Ariel_University,1,-88,8c:0c:90:2e:16:88,Ariel_University,11,-89
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.1034255,35.20978696,702.0,1,1c:b9:c4:15:ed:bc,IT-MNG,48,-59
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10378895057746,35.20978793115763,695.4504008506481,2,8c:0c:90:2e:16:88,Ariel_University,11,-80,8c:0c:90:6e:16:88," ",11,-82
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10376187839493,35.20920885774279,701.4489225328049,6,8c:0c:90:ae:16:83," ",11,-69,1c:b9:c4:15:1c:b8,Ariel_University,1,-70,8c:0c:90:2e:16:88,Ariel_University,11,-70,8c:0c:90:6e:16:88," ",11,-71,1c:b9:c4:15:1c:bc,Ariel_University,36,-77,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-80
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10347183211577,35.20976717460993,704.1154480386263,4,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-69,1c:b9:c4:95:1c:b7," ",36,-82,1c:b9:c4:14:2b:8c,Ariel_University,44,-88,c0:4a:00:71:ee:ee,Onicom,9,-90
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10371376481822,35.20974062298321,706.138385899668,5,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-62,8c:0c:90:6e:16:88," ",11,-65,1c:b9:c4:16:e5:ac,Ariel_University,36,-83,1c:b9:c4:16:28:ec,Ariel_University,36,-83,1c:b9:c4:96:28:e7," ",36,-84
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10361351397461,35.20967921379766,701.6291101169113,2,8c:0c:90:2e:16:88,Ariel_University,11,-64,1c:b9:c4:96:e5:a7," ",36,-83
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10338728184204,35.209767010594526,705.0285433866682,6,8c:0c:90:ae:16:83," ",11,-64,1c:b9:c4:16:e5:a8,Ariel_University,6,-78,1c:b9:c4:14:2b:8c,Ariel_University,44,-82,1c:b9:c4:94:2b:87," ",44,-83,1c:b9:c4:96:f1:57," ",52,-87,1c:b9:c4:16:f1:5c,Ariel_University,52,-87
